timestamp,PointerPosition,SubState,missionName,lastMissionState,missionEvent
15:12:58:8810,"(0.00, 0.00)",,,,
15:12:58:8899,"(0.00, 0.00)",,,,
15:12:58:8986,"(0.00, 0.00)",,,,
15:12:58:9085,"(0.00, 0.00)",,,,
15:12:58:9166,"(0.00, 0.00)",,,,
15:12:58:9285,"(0.00, 0.00)",,,,
15:12:58:9407,"(0.00, 0.00)",,,,
15:12:58:9494,"(0.00, 0.00)",,,,
15:12:58:9582,"(0.00, 0.00)",,,,
15:12:58:9670,"(0.00, 0.00)",,,,
15:12:58:9779,"(0.00, 0.00)",,,,
15:12:58:9877,"(0.00, 0.00)",,,,
15:12:58:9984,"(0.00, 0.00)",,,,
15:12:59:0119,"(0.00, 0.00)",,,,
15:12:59:0289,"(0.00, 0.00)",,,,
15:12:59:0448,"(0.00, 0.00)",,,,
15:12:59:0606,"(0.00, 0.00)",,,,
15:12:59:0782,"(0.00, 0.00)",,,,
15:12:59:0972,"(0.00, 0.00)",,,,
15:12:59:1194,"(0.00, 0.00)",,,,
15:12:59:1447,"(0.00, 0.00)",,,,
15:12:59:1686,"(0.00, 0.00)",,,,
15:12:59:1899,"(0.00, 0.00)",,,,
15:12:59:2118,"(0.00, 0.00)",,,,
15:12:59:2350,"(0.00, 0.00)",,,,
15:12:59:2596,"(0.00, 0.00)",,,,
15:12:59:2845,"(0.00, 0.00)",,,,
15:12:59:3112,"(0.00, 0.00)",,,,
15:12:59:3375,"(0.00, 0.00)",,,,
15:12:59:4588,"(68.75, 466.50)",,,,
15:12:59:5256,"(68.75, 466.50)",,,,
15:12:59:5505,"(68.75, 466.50)",,,,
15:12:59:5758,"(68.75, 466.50)",,,,
15:12:59:6001,"(68.75, 466.50)",,,,
15:12:59:6257,"(68.75, 466.50)",,,,
15:12:59:6507,"(68.75, 466.50)",,,,
15:12:59:6756,"(68.75, 466.50)",,,,
15:12:59:6985,"(68.75, 466.50)",,,,
15:12:59:7223,"(68.75, 466.50)",,,,
15:12:59:7458,"(68.75, 466.50)",,,,
15:12:59:7680,"(68.75, 466.50)",,,,
15:12:59:7906,"(68.75, 466.50)",,,,
15:12:59:8117,"(68.75, 466.50)",,,,
